date,sameday,3lag,7lag,14lag,lat,long,ws,air_temp,atmos_pres,visibility,dew_point,RH,
24-Jun,0.52,1.228779826,6.501538339,6.103951681,33.45,43.3166666,3,35.64,1000.88,10000,8.32,19.95,Anbar
25-Jun,0.42,0.732414895,1.219989532,1.939154252,33.45,43.3166666,1,37.23,1002.17,10000,9.47,18.97,Anbar
26-Jun,0.32,0.578492265,1.601627705,19.50363835,33.45,43.3166666,1,39.53,1000.23,10000,8.43,15.78,Anbar
27-Jun,0.71,0.523128703,1.694887296,0.248156148,33.45,43.3166666,1.33,39.73,1000.07,10000,10.57,17.9,Anbar
28-Jun,0.64,0.415956006,1.228779826,5.634977772,33.45,43.3166666,1.5,37.95,999.75,10000,11.15,20.06,Anbar
29-Jun,0.26,0.319235898,0.732414895,5.842973613,33.45,43.3166666,1.67,40.13,994.97,10000,9.63,16.4,Anbar
30-Jun,0.24,0.707599626,0.578492265,0.725729334,33.45,43.3166666,2,36.8,996.6,10000,11.8,22.03,Anbar
1-Jul,0.47,0.639782573,0.523128703,6.501538339,33.45,43.3166666,1.75,38.63,994.7,10000,15.38,25.24,Anbar
2-Jul,0.4,0.26142492,0.415956006,1.219989532,33.45,43.3166666,3.25,39.7,995.55,10000,10.55,17.97,Anbar
3-Jul,0.44,0.23772711,0.319235898,1.601627705,33.45,43.3166666,2.25,38.58,997.2,10000,14.1,24.8,Anbar
4-Jul,0.56,0.465866637,0.707599626,1.694887296,33.45,43.3166666,2,37.2,996.47,10000,12.83,24.54,Anbar
5-Jul,1.33,0.39676706,0.639782573,1.228779826,33.45,43.3166666,2.33,41.3,992.57,10000,13.37,19.84,Anbar
6-Jul,1.48,0.43901193,0.26142492,0.732414895,33.45,43.3166666,2.2,39.18,991.18,10000,16.54,27.12,Anbar
7-Jul,1.81,0.559170838,0.23772711,0.578492265,33.45,43.3166666,2.8,40.14,991.08,10000,15.5,24.01,Anbar
8-Jul,2.71,1.328471626,0.465866637,0.523128703,33.45,43.3166666,3.67,38.43,992.1,10000,14.27,24.94,Anbar
9-Jul,2.29,1.481793698,0.39676706,0.415956006,33.45,43.3166666,5.67,41.33,993.67,10000,14.77,21.1,Anbar
10-Jul,0.94,1.814175155,0.43901193,0.319235898,33.45,43.3166666,4,35,997.5,10000,13.9,28.02,Anbar
11-Jul,0.59,2.705707352,0.559170838,0.707599626,33.45,43.3166666,3,42.93,994.13,10000,15.07,19.69,Anbar
12-Jul,1.07,2.290924258,1.328471626,0.639782573,33.45,43.3166666,2.33,40.53,993,10000,17,26.66,Anbar
13-Jul,1.21,0.937847084,1.481793698,0.26142492,33.45,43.3166666,4,35.2,993,10000,16.8,33.41,Anbar
15-Jul,0.83,1.069018146,2.705707352,0.465866637,33.45,43.3166666,2.4,39.36,996.88,10000,13.42,22.45,Anbar
16-Jul,1.24,1.209082746,2.290924258,0.39676706,33.45,43.3166666,1.8,39.3,994.26,10000,11.66,19.48,Anbar
17-Jul,0.9,1.173743636,0.937847084,0.43901193,33.45,43.3166666,1.5,41.75,993.08,10000,13.05,18.56,Anbar
18-Jul,1.19,0.825381271,0.593380207,0.559170838,33.45,43.3166666,1.75,41.2,994.08,10000,12.55,18.51,Anbar
19-Jul,1.47,1.243220555,1.069018146,1.328471626,33.45,43.3166666,1.75,41.75,995.88,10000,12.53,17.83,Anbar
20-Jul,1.54,0.902397732,1.209082746,1.481793698,33.45,43.3166666,1,37.7,998.3,10000,11.1,19.99,Anbar
21-Jul,1.53,1.185817963,1.173743636,1.814175155,33.45,43.3166666,1.5,43.15,993.1,10000,12.75,16.76,Anbar
22-Jul,0.95,1.468781144,0.825381271,2.705707352,33.45,43.3166666,2,40.97,993.43,10000,11.77,18.36,Anbar
23-Jul,1.18,1.540256814,1.243220555,2.290924258,33.45,43.3166666,1,43.58,994.35,10000,9.33,13.71,Anbar
24-Jul,1.01,1.530609078,0.902397732,0.937847084,33.45,43.3166666,1.33,44.63,994.9,10000,10.77,14.33,Anbar
25-Jul,0.49,0.954041664,1.185817963,0.593380207,33.45,43.3166666,1.33,43.45,996.38,10000,10.53,14.69,Anbar
26-Jul,1.08,1.183718385,1.468781144,1.069018146,33.45,43.3166666,1,48.15,998.7,10000,10.6,11.02,Anbar
27-Jul,1.26,1.010962283,1.540256814,1.209082746,33.45,43.3166666,2,45,998.38,10000,16.53,19.72,Anbar
28-Jul,3.04,0.489799471,1.530609078,1.173743636,33.45,43.3166666,2,43.52,995.58,10000,21.04,28.35,Anbar
29-Jul,2.22,1.080884957,0.954041664,0.825381271,33.45,43.3166666,2,42.83,995.48,10000,18.65,25.88,Anbar
30-Jul,2.68,1.257645881,1.183718385,1.243220555,33.45,43.3166666,1.33,46.87,996.7,10000,10.1,11.35,Anbar
31-Jul,2.1,3.038284843,1.010962283,0.902397732,33.45,43.3166666,1.5,42.43,995.33,10000,11.08,16.19,Anbar
1-Aug,2.74,2.224382596,0.489799471,1.185817963,33.45,43.3166666,2,40.67,993.8,10000,18.4,27.33,Anbar
2-Aug,1.3,2.681161069,1.080884957,1.468781144,33.45,43.3166666,2,41.6,994.2,10000,18.7,26.55,Anbar
3-Aug,3,2.100516544,1.257645881,1.540256814,33.45,43.3166666,4,42,994.63,10000,19.03,26.51,Anbar
4-Aug,2.44,2.739752131,3.038284843,1.530609078,33.45,43.3166666,2,41.68,992.43,10000,13.53,19.29,Anbar
5-Aug,1.72,1.295968381,2.224382596,0.954041664,33.45,43.3166666,2,41.87,991.23,10000,13.73,19.02,Anbar
6-Aug,1.27,2.999836769,2.681161069,1.183718385,33.45,43.3166666,2,38.5,994,10000,13.7,23.07,Anbar
7-Aug,1.71,2.435504666,2.100516544,1.010962283,33.45,43.3166666,1.67,41.1,995,10000,13.17,19.55,Anbar
8-Aug,1.44,1.724744918,2.739752131,0.489799471,33.45,43.3166666,2.67,40.7,992.9,10000,10.83,18.21,Anbar
9-Aug,1.28,1.265616295,1.295968381,1.080884957,33.45,43.3166666,2.67,39.5,993.53,10000,14.27,22.4,Anbar
10-Aug,1.13,1.708095175,2.999836769,1.257645881,33.45,43.3166666,2.5,39.1,996.4,10000,12.55,20.38,Anbar
11-Aug,0.7,1.442406566,2.435504666,3.038284843,33.45,43.3166666,2,37.4,997.38,10000,15.9,28.14,Anbar
12-Aug,1.85,1.279193439,1.724744918,2.224382596,33.45,43.3166666,2.5,39,996.05,10000,17.68,28.98,Anbar
13-Aug,1.37,1.126183055,1.265616295,2.681161069,33.45,43.3166666,3,40,994.58,10000,14.4,22.4,Anbar
14-Aug,1.67,0.697160181,1.708095175,2.100516544,33.45,43.3166666,4,42.6,993,10000,11.85,16.14,Anbar
15-Aug,1.34,1.845502132,1.442406566,2.739752131,33.45,43.3166666,2.25,39.5,992.65,10000,16.63,26.45,Anbar
16-Aug,1.56,1.373732654,1.279193439,1.295968381,33.45,43.3166666,2.25,40.13,993.35,10000,13.23,20.3,Anbar
17-Aug,2.28,1.670856725,1.126183055,2.999836769,33.45,43.3166666,2,40.83,994.67,10000,13.73,20.32,Anbar
19-Aug,2.01,1.555597565,1.845502132,1.724744918,33.45,43.3166666,1.75,39.58,995.05,10000,10.18,17.37,Anbar
20-Aug,1.42,2.282370067,1.373732654,1.265616295,33.45,43.3166666,2,41.73,995.95,10000,13.27,18.55,Anbar
21-Aug,0.64,2.30950772,1.670856725,1.708095175,33.45,43.3166666,1.75,39.73,996.9,10000,11.23,19.01,Anbar
22-Aug,0.96,2.01042742,1.342572195,1.442406566,33.45,43.3166666,3,36.67,994.43,10000,18.9,35.27,Anbar
23-Aug,1.04,1.417080665,1.555597565,1.279193439,33.45,43.3166666,2.67,38.3,995.1,10000,11.77,20.31,Anbar
24-Aug,0.67,0.638255517,2.282370067,1.126183055,33.45,43.3166666,2,38.05,996.85,10000,15.18,26.56,Anbar
25-Aug,0.85,0.957989914,2.30950772,0.697160181,33.45,43.3166666,2,37.9,999.33,10000,11.07,20.45,Anbar
26-Aug,0.88,1.042751396,2.01042742,1.845502132,33.45,43.3166666,2.33,37.9,998.47,10000,10.13,20.03,Anbar
27-Aug,0.66,0.667592599,1.417080665,1.373732654,33.45,43.3166666,1.5,41.45,999,10000,11,16.21,Anbar
28-Aug,0.42,0.854938867,0.638255517,1.670856725,33.45,43.3166666,1.67,39.45,998.1,10000,15.38,24.38,Anbar
29-Aug,0.56,0.882168539,0.957989914,1.342572195,33.45,43.3166666,1.75,40.35,999.23,10000,11.38,18.17,Anbar
30-Aug,0.41,0.659318993,1.042751396,1.555597565,33.45,43.3166666,1.67,40.93,997.67,10000,8.93,15.31,Anbar
31-Aug,0.67,0.418777825,0.667592599,2.282370067,33.45,43.3166666,1.5,42.05,998.78,10000,9.9,15.63,Anbar
1-Sep,0.2,0.563346555,0.854938867,2.30950772,33.45,43.3166666,1.67,41.03,999.97,10000,10.07,17.08,Anbar
2-Sep,0.36,0.412057703,0.882168539,2.01042742,33.45,43.3166666,1,41,1002.83,10000,9.3,16.18,Anbar
3-Sep,0.27,0.672538818,0.659318993,1.417080665,33.45,43.3166666,2,42.2,1001.7,10000,17.6,23.85,Anbar
4-Sep,0.52,0.204186962,0.418777825,0.638255517,33.45,43.3166666,2.75,41.1,1000.33,10000,11.6,18.66,Anbar
5-Sep,0.66,0.355928341,0.563346555,0.957989914,33.45,43.3166666,2,40.5,998.43,10000,10.33,16.85,Anbar
6-Sep,0.5,0.266141522,0.412057703,1.042751396,33.45,43.3166666,2,41.15,999.78,10000,15.93,23.26,Anbar
7-Sep,1.08,0.516598125,0.672538818,0.667592599,33.45,43.3166666,1,41.6,1001.83,10000,17.18,26.08,Anbar
8-Sep,0.49,0.660172523,0.204186962,0.854938867,33.45,43.3166666,1.5,41.4,1001.15,10000,16.03,23.87,Anbar
9-Sep,0.92,0.497308022,0.355928341,0.882168539,33.45,43.3166666,1.5,40.73,999.68,10000,16.4,24.3,Anbar
10-Sep,0.72,1.084510918,0.266141522,0.659318993,33.45,43.3166666,2,41.13,999.1,10000,16.85,24.31,Anbar
11-Sep,1.3,0.486920077,0.516598125,0.418777825,33.45,43.3166666,1,38.15,998.55,10000,19.9,35.11,Anbar
12-Sep,0.9,0.920228507,0.660172523,0.563346555,33.45,43.3166666,1.5,38.95,1001.8,10000,12.85,22.15,Anbar
13-Sep,0.98,0.722238898,0.497308022,0.412057703,33.45,43.3166666,1.8,40.74,1002.8,10000,11.96,18.87,Anbar
14-Sep,0.83,1.302423627,1.084510918,0.672538818,33.45,43.3166666,1.5,39.6,1002.68,10000,11.12,18.93,Anbar
15-Sep,1.49,0.896542602,0.486920077,0.204186962,33.45,43.3166666,2.25,39.68,1002.4,10000,15.35,25.46,Anbar
16-Sep,0.75,0.978341471,0.920228507,0.355928341,33.45,43.3166666,2,37.55,1002.1,10000,21.2,41.88,Anbar
17-Sep,1.12,0.834036453,0.722238898,0.266141522,33.45,43.3166666,2,39.12,1003.4,10000,20.74,36.15,Anbar
18-Sep,1.27,1.48772272,1.302423627,0.516598125,33.45,43.3166666,2,40.75,1002.33,10000,17.23,26.72,Anbar
19-Sep,0.86,0.745917169,0.896542602,0.660172523,33.45,43.3166666,1.6,36.24,1001.88,10000,15.02,28.98,Anbar
20-Sep,0.83,1.119858996,0.978341471,0.497308022,33.45,43.3166666,2.5,35.9,1001.98,10000,16.95,33.52,Anbar
21-Sep,1.07,1.269988214,0.834036453,1.084510918,33.45,43.3166666,1,36.88,1002.3,10000,20.1,39.11,Anbar
22-Sep,0.82,0.863859982,1.48772272,0.486920077,33.45,43.3166666,1,38.23,1002.7,10000,19.3,33.64,Anbar
23-Sep,0.76,0.828503624,0.745917169,0.920228507,33.45,43.3166666,1.67,35.1,1002.94,10000,17.8,36.69,Anbar
24-Sep,1.26,1.066294441,1.119858996,0.722238898,33.45,43.3166666,1.75,35.48,1003.78,10000,16.33,32.65,Anbar
25-Sep,1.03,0.820632938,1.269988214,1.302423627,33.45,43.3166666,1,37.5,1004.3,10000,16.5,28.8,Anbar
27-Sep,0.99,1.262826205,0.828503624,0.978341471,33.45,43.3166666,3.33,33.93,1004.13,10000,14.17,31.59,Anbar
28-Sep,1.35,1.031157792,1.066294441,0.834036453,33.45,43.3166666,2.8,35.68,1002.88,10000,12.52,25.98,Anbar
29-Sep,1.34,1.047639039,0.820632938,1.48772272,33.45,43.3166666,3,35.4,1001.53,10000,15.75,31.77,Anbar
30-Sep,1.24,0.992977718,0.763193442,0.745917169,33.45,43.3166666,2,34.48,999.44,10000,17.28,39.17,Anbar
1-Oct,1.19,1.347317009,1.262826205,1.119858996,33.45,43.3166666,1,34.24,1003.4,10000,20.6,46.16,Anbar
2-Oct,1.28,1.343804917,1.031157792,1.269988214,33.45,43.3166666,1.5,36.45,1005.33,10000,17.48,33.36,Anbar
3-Oct,1.01,1.239571233,1.047639039,0.863859982,33.45,43.3166666,1.2,34.36,1005.38,10000,18.68,40.79,Anbar
4-Oct,0.41,1.189637569,0.992977718,0.828503624,33.45,43.3166666,1.6,34.2,1004.42,10000,17.3,38.4,Anbar
5-Oct,0.91,1.284230562,1.347317009,1.066294441,33.45,43.3166666,1.6,32.42,1005.24,10000,16.86,40.6,Anbar
6-Oct,0.79,1.011842651,1.343804917,0.820632938,33.45,43.3166666,1.5,29.7,1006.57,10000,13.07,38.2,Anbar
7-Oct,1.19,0.405640549,1.239571233,0.763193442,33.45,43.3166666,1.8,31.12,1007.16,10000,11.84,31.22,Anbar
8-Oct,1.08,0.906011496,1.189637569,1.262826205,33.45,43.3166666,1.75,29.82,1009.68,10000,8.24,27.03,Anbar
9-Oct,1.41,0.785388957,1.284230562,1.031157792,33.45,43.3166666,2.33,30.5,1011.28,10000,11.75,32.5,Anbar
10-Oct,0.55,1.191411572,1.011842651,1.047639039,33.45,43.3166666,2.25,28.5,1009.63,10000,10.78,34.62,Anbar
11-Oct,0.18,1.076295422,0.405640549,0.992977718,33.45,43.3166666,1.25,29.84,1008.62,10000,12.08,35.51,Anbar
12-Oct,1.27,1.405122311,0.906011496,1.347317009,33.45,43.3166666,1,31.25,1007.45,10000,8.3,29.03,Anbar
13-Oct,1.22,0.547582627,0.785388957,1.343804917,33.45,43.3166666,1.67,31.8,1006.36,10000,12.44,34.06,Anbar
14-Oct,0.81,0.182841339,1.191411572,1.239571233,33.45,43.3166666,1.33,29.84,1006.88,10000,13.92,42.2,Anbar
15-Oct,1.22,1.270678137,1.076295422,1.189637569,33.45,43.3166666,1.6,30.28,1007.4,10000,13.06,36.84,Anbar
16-Oct,0.98,1.217858117,1.405122311,1.284230562,33.45,43.3166666,1.75,29.78,1006.94,10000,13.2,37.88,Anbar
17-Oct,1.61,0.812202138,0.547582627,1.011842651,33.45,43.3166666,1.67,29.54,1007.08,10000,13.3,38.32,Anbar
18-Oct,1.73,1.218137049,0.182841339,0.405640549,33.45,43.3166666,1.75,28.88,1008.93,10000,11.88,35.52,Anbar
19-Oct,1.26,0.976669871,1.270678137,0.906011496,33.45,43.3166666,1.6,30.42,1010.74,10000,12.8,35.05,Anbar
20-Oct,1.26,1.605497743,1.217858117,0.785388957,33.45,43.3166666,2.75,28.83,1009.88,10000,9.83,32.01,Anbar
21-Oct,2.13,1.733831201,0.812202138,1.191411572,33.45,43.3166666,2.25,28.35,1010.38,10000,11.5,36.36,Anbar
22-Oct,1.41,1.261745604,1.218137049,1.076295422,33.45,43.3166666,1,30.87,1011.2,10000,11.07,30.92,Anbar
23-Oct,1.09,1.25724866,0.976669871,1.405122311,33.45,43.3166666,2.25,29.33,1010.27,10000,10.65,32.49,Anbar
24-Oct,0.93,2.134754132,1.605497743,0.547582627,33.45,43.3166666,2,28.53,1007.93,10000,15.13,52.98,Anbar
25-Oct,0.93,1.405422519,1.733831201,0.182841339,33.45,43.3166666,1,27.92,1008.12,10000,14.86,46.74,Anbar
26-Oct,1.81,1.091697736,1.261745604,1.270678137,33.45,43.3166666,1,28.55,1009.98,10000,15.08,46.59,Anbar
27-Oct,1.64,0.927896973,1.25724866,1.217858117,33.45,43.3166666,1.4,27.08,1011,10000,13.98,46.6,Anbar
28-Oct,1.53,0.927891374,2.134754132,0.812202138,33.45,43.3166666,1.33,26.18,1010.98,10000,12.84,46.49,Anbar
29-Oct,0.64,1.809173307,1.405422519,1.218137049,33.45,43.3166666,1,27.87,1011.2,10000,13.43,44.99,Anbar
30-Oct,1.04,1.636451134,1.091697736,0.976669871,33.45,43.3166666,1.33,28.33,1011.63,10000,9.43,33.8,Anbar
31-Oct,0.02,1.52535923,0.927896973,1.605497743,33.45,43.3166666,2,25.66,1010.98,10000,10.04,38.67,Anbar
1-Nov,1.62,0.643490731,0.927891374,1.733831201,33.45,43.3166666,3.43,25.41,1010.54,10000,11.83,44.6,Anbar
2-Nov,1.44,1.041622853,1.809173307,1.261745604,33.45,43.3166666,2.17,25.41,1011.26,10000,15.24,54.08,Anbar
3-Nov,1.57,0.020334351,1.636451134,1.25724866,33.45,43.3166666,2,24.46,1011.54,9142.86,16.71,62.93,Anbar
4-Nov,1.27,1.621990148,1.52535923,2.134754132,33.45,43.3166666,2,26.13,1007.88,10000,15.53,53.35,Anbar
5-Nov,0.71,1.442444935,0.643490731,1.405422519,33.45,43.3166666,2,24.3,1004.38,10000,13.83,53.52,Anbar
6-Nov,1.02,1.5742644,1.041622853,1.091697736,33.45,43.3166666,1.57,22.24,1007.44,10000,12.86,56.7,Anbar
7-Nov,1.02,1.269184191,0.020334351,0.927896973,33.45,43.3166666,1.8,22.72,1010.68,10000,14.42,60.65,Anbar
8-Nov,0.7,0.708667752,1.621990148,0.927891374,33.45,43.3166666,2.14,20.94,1012.46,10000,12.43,59.49,Anbar
9-Nov,0.95,1.018201684,1.442444935,1.809173307,33.45,43.3166666,1.2,21.63,1012.78,10000,16.6,73.62,Anbar
10-Nov,0.61,1.01961691,1.5742644,1.636451134,33.45,43.3166666,1.25,22.25,1015.58,10000,15.88,68.17,Anbar
11-Nov,1.01,0.701497611,1.269184191,1.52535923,33.45,43.3166666,1.83,20.73,1016.7,10000,13.65,64.8,Anbar
12-Nov,0.8,0.952113545,0.708667752,0.643490731,33.45,43.3166666,2,20.41,1019.7,10000,12.29,60.9,Anbar
13-Nov,1.06,0.606494996,1.018201684,1.041622853,33.45,43.3166666,1.67,20.67,1021.22,10000,11.57,57.53,Anbar
14-Nov,1.01,1.006524858,1.01961691,0.020334351,33.45,43.3166666,2.6,19.43,1018.85,10000,10.73,60.75,Anbar
15-Nov,0.86,0.800103848,0.701497611,1.621990148,33.45,43.3166666,2,19.73,1015.73,10000,12.86,66.36,Anbar
16-Nov,1.17,1.056986124,0.952113545,1.442444935,33.45,43.3166666,2,20.96,1016.28,10000,13.18,62.42,Anbar
17-Nov,1.14,1.005053441,0.606494996,1.5742644,33.45,43.3166666,3.17,18.53,1019.62,10000,10.52,60.28,Anbar
18-Nov,1.06,0.86327894,1.006524858,1.269184191,33.45,43.3166666,1.8,16.03,1019.6,10000,9.94,68.52,Anbar
19-Nov,2.09,1.167847118,0.800103848,0.708667752,33.45,43.3166666,1,16.67,1017.15,10000,11.22,72.04,Anbar
20-Nov,2.03,1.135626257,1.056986124,1.018201684,33.45,43.3166666,2,19.24,1011.79,10000,10.97,60.19,Anbar
21-Nov,1.39,1.056184556,1.005053441,1.01961691,33.45,43.3166666,1.75,17.02,1012.02,10000,13.75,81.84,Anbar
22-Nov,1.29,2.088012164,0.86327894,0.701497611,33.45,43.3166666,2,15.3,1018.5,10000,10.54,74.01,Anbar
23-Nov,2.02,2.03037039,1.167847118,0.952113545,33.45,43.3166666,2.4,16.4,1018.78,10000,6.08,51.35,Anbar
24-Nov,1.09,1.393588592,1.135626257,0.606494996,33.45,43.3166666,2.33,13.94,1018.16,10000,6.81,65.05,Anbar
25-Nov,1.34,1.288108615,1.056184556,1.006524858,33.45,43.3166666,2,16.16,1013.32,10000,9.8,67.57,Anbar
26-Nov,0.66,2.021040952,2.088012164,0.800103848,33.45,43.3166666,2.33,17.65,1009.23,10000,9.18,59.4,Anbar
27-Nov,0.78,1.087567339,2.03037039,1.056986124,33.45,43.3166666,1.4,16.56,1019.18,10000,9.92,66.64,Anbar
28-Nov,0.67,1.340746819,1.393588592,1.005053441,33.45,43.3166666,1.33,16.5,1018.93,10000,12.54,78.38,Anbar
29-Nov,0.66,0.66283387,1.288108615,0.86327894,33.45,43.3166666,1.67,15.87,1017.87,10000,12.74,82.87,Anbar
30-Nov,0.48,0.776151103,2.021040952,1.167847118,33.45,43.3166666,1,15.46,1019.7,10000,11.79,80.51,Anbar
1-Dec,0.55,0.66905621,1.087567339,1.135626257,33.45,43.3166666,1,14.1,1018.73,10000,11.3,84.09,Anbar
2-Dec,0.53,0.663493441,1.340746819,1.056184556,33.45,43.3166666,1,14.68,1019.13,9666.67,10.98,79.86,Anbar
3-Dec,0.83,0.476136995,0.66283387,2.088012164,33.45,43.3166666,1.5,15.88,1020.28,10000,10.98,73.75,Anbar
4-Dec,0.73,0.548554012,0.776151103,2.03037039,33.45,43.3166666,1.4,15.7,1019.3,10000,10.68,73.26,Anbar
5-Dec,0.33,0.528213181,0.66905621,1.393588592,33.45,43.3166666,1.67,15.47,1015.5,10000,10.3,72.01,Anbar
6-Dec,0.54,0.830712951,0.663493441,1.288108615,33.45,43.3166666,2.43,14.47,1014.86,10000,7.11,64.23,Anbar
7-Dec,0.64,0.733645427,0.476136995,2.021040952,33.45,43.3166666,1.5,14.42,1021.88,10000,5.87,58.79,Anbar
8-Dec,0.63,0.328556848,0.548554012,1.087567339,33.45,43.3166666,1.4,15.58,1022.18,10000,7.7,62.41,Anbar
9-Dec,0.93,0.542905693,0.528213181,1.340746819,33.45,43.3166666,2,15.91,1019.76,10000,10.59,71.97,Anbar
10-Dec,0.84,0.635278447,0.830712951,0.66283387,33.45,43.3166666,2,13.59,1020.03,10000,8.6,72.89,Anbar
11-Dec,0.95,0.630610061,0.733645427,0.776151103,33.45,43.3166666,2,12.89,1020.43,10000,8.26,75.34,Anbar
12-Dec,0.36,0.927712282,0.328556848,0.66905621,33.45,43.3166666,1.5,14.5,1020.8,10000,9.79,75.14,Anbar
13-Dec,0.31,0.841903745,0.542905693,0.663493441,33.45,43.3166666,1.5,15.24,1020.56,10000,9.04,68.36,Anbar
14-Dec,1.05,0.946269776,0.635278447,0.476136995,33.45,43.3166666,1.6,15.84,1017.52,10000,10.32,71.7,Anbar
15-Dec,0.85,0.35803544,0.630610061,0.548554012,33.45,43.3166666,1.86,14.86,1014.03,10000,10.03,74.34,Anbar
16-Dec,1.15,0.313009078,0.927712282,0.528213181,33.45,43.3166666,1.25,13.33,1014.89,6700,11.13,87.28,Anbar
17-Dec,0.98,1.052938649,0.841903745,0.830712951,33.45,43.3166666,1.2,13.14,1018.59,5871.43,11.46,90.2,Anbar
18-Dec,1.22,0.851447631,0.946269776,0.733645427,33.45,43.3166666,1.75,12.7,1021.18,6980,10.9,89.05,Anbar
19-Dec,0.75,1.152770633,0.35803544,0.328556848,33.45,43.3166666,2,11.73,1023.68,8383.33,9.42,86.55,Anbar
20-Dec,0.78,0.975912711,0.313009078,0.542905693,33.45,43.3166666,2,12.34,1024.94,6614.29,10.05,82.31,Anbar
21-Dec,0.85,1.221363986,1.052938649,0.635278447,33.45,43.3166666,2,13.32,1024.46,7040,10.16,83.07,Anbar
22-Dec,0.85,0.746282667,0.851447631,0.630610061,33.45,43.3166666,2,14.67,1020.87,9428.57,9.33,72.36,Anbar
23-Dec,0.72,0.784210581,1.152770633,0.927712282,33.45,43.3166666,2,13.4,1015.87,10000,7.72,69.5,Anbar
24-Dec,0.33,0.85192767,0.975912711,0.841903745,33.45,43.3166666,1.6,11.14,1017.44,9200,4.66,67.46,Anbar
25-Dec,0.98,0.852750048,1.221363986,0.946269776,33.45,43.3166666,1.8,8.17,1025.06,10000,-0.13,57.29,Anbar
26-Dec,0.23,0.718583034,0.746282667,0.35803544,33.45,43.3166666,1.5,7.18,1027.02,10000,-1.02,58.19,Anbar
27-Dec,0.74,0.32970476,0.784210581,0.313009078,33.45,43.3166666,1.4,8.92,1025.7,10000,0.96,58.75,Anbar
28-Dec,0.6,0.977344474,0.85192767,1.052938649,33.45,43.3166666,1.33,9.57,1025.37,10000,0.07,53.86,Anbar
29-Dec,0.87,0.233811253,0.852750048,0.851447631,33.45,43.3166666,2,12.4,1022.8,10000,2.4,51.31,Anbar
30-Dec,0.74,0.735337444,0.718583034,1.152770633,33.45,43.3166666,1.67,12.07,1021.9,10000,2.54,53.95,Anbar
31-Dec,1.26,0.603899366,0.32970476,0.975912711,33.45,43.3166666,1.4,10.98,1021.82,10000,4.52,65.51,Anbar
8-Jun,2.584224426,7.039386242,2.099599723,27.11331856,32.45,44.45,4,33.74,1001.71,9714.29,12.87,30.24,Babil
9-Jun,2.932392394,3.345267946,5.138288477,2.642750836,32.45,44.45,2.5,35.03,1003.37,10000,13.89,31.17,Babil
10-Jun,0.913889582,1.978724071,2.303422057,22.78783303,32.45,44.45,3,35.69,1002.89,10000,14.31,30.56,Babil
11-Jun,0.53663199,2.584224426,5.062969801,20.60192619,32.45,44.45,4,35.91,1002.17,10000,13.31,27.6,Babil
12-Jun,0.02687638,2.932392394,7.039386242,13.42067275,32.45,44.45,5.25,32.39,1003.74,9428.57,11.91,29.78,Babil
15-Jun,1.57802096,0.02687638,2.584224426,2.099599723,32.45,44.45,2.5,34.77,1002.13,10000,14.29,31.12,Babil
16-Jun,1.285153066,0.277229256,2.932392394,5.138288477,32.45,44.45,8,35.31,1001.16,9428.57,13.47,28.38,Babil
17-Jun,1.605892334,0.597001029,0.913889582,2.303422057,32.45,44.45,4.75,33.29,1002.37,10000,13.29,30.72,Babil
18-Jun,4.920534771,1.57802096,0.53663199,5.062969801,32.45,44.45,5.5,33.67,999.55,10000,11.38,27.59,Babil
19-Jun,1.740732127,1.285153066,0.02687638,7.039386242,32.45,44.45,3.75,32.23,1000.71,10000,13.05,32.08,Babil
20-Jun,0.352061393,1.605892334,0.277229256,3.345267946,32.45,44.45,4.5,31.69,1000.89,9714.29,11.43,28.17,Babil
21-Jun,1.041652845,4.920534771,0.597001029,1.978724071,32.45,44.45,4,31.05,1003.2,10000,14.91,39.07,Babil
22-Jun,1.019795505,1.740732127,1.57802096,2.584224426,32.45,44.45,3.5,31.5,1003.55,10000,13,34.77,Babil
23-Jun,1.772414967,0.352061393,1.285153066,2.932392394,32.45,44.45,5.25,33.51,1002.54,9428.57,12.69,30.87,Babil
24-Jun,1.392550516,1.041652845,1.605892334,0.913889582,32.45,44.45,6,33.96,1003.28,9500,11.16,27.22,Babil
25-Jun,1.504961143,1.019795505,4.920534771,0.53663199,32.45,44.45,4.8,32.69,1003.26,10000,14.19,34.61,Babil
26-Jun,1.191237624,1.772414967,1.740732127,0.02687638,32.45,44.45,4.33,34.74,1000.77,10000,14.59,31.94,Babil
27-Jun,1.92321287,1.392550516,0.352061393,0.277229256,32.45,44.45,4,34.94,1000.47,10000,14.43,31.33,Babil
29-Jun,0.521482981,1.191237624,1.019795505,1.57802096,32.45,44.45,4,33.65,997.35,10000,14.54,34.74,Babil
30-Jun,2.106352287,1.92321287,1.772414967,1.285153066,32.45,44.45,3,36.36,996.46,10000,15.1,28.96,Babil
1-Jul,0.959675896,1.461030781,1.392550516,1.605892334,32.45,44.45,4,34.6,997.33,10000,14.44,31.78,Babil
2-Jul,2.881922872,0.521482981,1.504961143,4.920534771,32.45,44.45,2,35.14,999.01,10000,16.03,33.69,Babil
3-Jul,1.120517219,2.106352287,1.191237624,1.740732127,32.45,44.45,2,35.71,1001.74,11142.86,16.66,35.58,Babil
4-Jul,0.648568975,0.959675896,1.92321287,0.352061393,32.45,44.45,5,36.13,997.83,10000,13.22,27.44,Babil
